Nombre: Empleado 1
Empresa: 1207
DNI: 5.415.405
Sueldo: 33756.523331
Antiguedad: 11

Nombre: Empleado 32
Empresa: 1208
DNI: 75.806.426
Sueldo: 49177.526170
Antiguedad: 17

Nombre: Empleado 33
Empresa: 1208
DNI: 66.583.013
Sueldo: 71388.897366
Antiguedad: 0

Nombre: Empleado 34
Empresa: 1208
DNI: 39.912.417
Sueldo: 47386.089663
Antiguedad: 2

Nombre: Empleado 35
Empresa: 1208
DNI: 18.687.901
Sueldo: 83642.078921
Antiguedad: 18

Nombre: Empleado 36
Empresa: 1208
DNI: 28.312.174
Sueldo: 77117.221595
Antiguedad: 10

Nombre: Empleado 37
Empresa: 1208
DNI: 19.001.795
Sueldo: 99005.096591
Antiguedad: 20

Nombre: Empleado 38
Empresa: 1208
DNI: 23.865.795
Sueldo: 2136.295663
Antiguedad: 13

Nombre: Empleado 39
Empresa: 1208
DNI: 62.722.954
Sueldo: 37730.033265
Antiguedad: 11

Nombre: Empleado 40
Empresa: 1208
DNI: 22.970.860
Sueldo: 44969.023713
Antiguedad: 16

Nombre: Empleado 41
Empresa: 1209
DNI: 13.261.832
Sueldo: 46675.008393
Antiguedad: 9

Nombre: Empleado 42
Empresa: 1209
DNI: 58.283.392
Sueldo: 68526.261177
Antiguedad: 24

Nombre: Empleado 43
Empresa: 1209
DNI: 96.520.094
Sueldo: 31540.879543
Antiguedad: 3

Nombre: Empleado 44
Empresa: 1210
DNI: 58.981.249
Sueldo: 19315.164647
Antiguedad: 5

Nombre: Empleado 45
Empresa: 1210
DNI: 94.419.213
Sueldo: 723.288675
Antiguedad: 6

Nombre: Empleado 46
Empresa: 1210
DNI: 89.393.303
Sueldo: 58433.790094
Antiguedad: 13

Nombre: Empleado 47
Empresa: 1210
DNI: 35.278.621
Sueldo: 23529.770806
Antiguedad: 2

Nombre: Empleado 48
Empresa: 1210
DNI: 79.612.386
Sueldo: 54039.124729
Antiguedad: 7

Nombre: Empleado 49
Empresa: 1210
DNI: 62.560.079
Sueldo: 43363.750114
Antiguedad: 8

Nombre: Empleado 50
Empresa: 1210
DNI: 22.214.640
Sueldo: 4440.443129
Antiguedad: 13

Nombre: Empleado 51
Empresa: 1211
DNI: 28.787.893
Sueldo: 97323.526719
Antiguedad: 23

Nombre: Empleado 52
Empresa: 1211
DNI: 80.938.297
Sueldo: 17926.572466
Antiguedad: 15

Nombre: Empleado 53
Empresa: 1211
DNI: 12.112.882
Sueldo: 69957.579272
Antiguedad: 17

Nombre: Empleado 54
Empresa: 1211
DNI: 22.536.743
Sueldo: 75191.503647
Antiguedad: 18

Nombre: Empleado 55
Empresa: 1212
DNI: 84.534.061
Sueldo: 89736.625263
Antiguedad: 1

Nombre: Empleado 56
Empresa: 1212
DNI: 74.231.923
Sueldo: 18405.713065
Antiguedad: 24

Nombre: Empleado 57
Empresa: 1212
DNI: 36.350.582
Sueldo: 68736.838893
Antiguedad: 10

Nombre: Empleado 58
Empresa: 1212
DNI: 69.225.568
Sueldo: 20191.045869
Antiguedad: 24

Nombre: Empleado 59
Empresa: 1212
DNI: 64.378.835
Sueldo: 70879.238258
Antiguedad: 20

Nombre: Empleado 60
Empresa: 1213
DNI: 20.703.439
Sueldo: 3451.643422
Antiguedad: 15

Nombre: Empleado 61
Empresa: 1213
DNI: 44.312.459
Sueldo: 85534.226508
Antiguedad: 15

Nombre: Empleado 62
Empresa: 1213
DNI: 17.754.295
Sueldo: 2017.273476
Antiguedad: 19

Nombre: Empleado 63
Empresa: 1213
DNI: 83.007.129
Sueldo: 75856.807154
Antiguedad: 5

Nombre: Empleado 64
Empresa: 1213
DNI: 1.345.708
Sueldo: 55690.176092
Antiguedad: 3

Nombre: Empleado 65
Empresa: 1213
DNI: 31.774.327
Sueldo: 30390.331736
Antiguedad: 19

Nombre: Empleado 66
Empresa: 1214
DNI: 41.058.510
Sueldo: 55327.005829
Antiguedad: 7

Nombre: Empleado 67
Empresa: 1215
DNI: 6.527.538
Sueldo: 51988.280892
Antiguedad: 11

Nombre: Empleado 68
Empresa: 1215
DNI: 65.334.492
Sueldo: 90237.128819
Antiguedad: 9

Nombre: Empleado 69
Empresa: 1215
DNI: 37.461.950
Sueldo: 64305.551317
Antiguedad: 13

Nombre: Empleado 70
Empresa: 1215
DNI: 41.392.279
Sueldo: 53160.191656
Antiguedad: 6

Nombre: Empleado 71
Empresa: 1215
DNI: 93.094.435
Sueldo: 74056.215094
Antiguedad: 24

Nombre: Empleado 72
Empresa: 1215
DNI: 27.346.675
Sueldo: 57020.783105
Antiguedad: 9

Nombre: Empleado 73
Empresa: 1215
DNI: 63.403.846
Sueldo: 15289.773247
Antiguedad: 12

Nombre: Empleado 74
Empresa: 1215
DNI: 58.892.295
Sueldo: 25534.836879
Antiguedad: 15

Nombre: Empleado 75
Empresa: 1216
DNI: 15.242.212
Sueldo: 86877.040925
Antiguedad: 24

Nombre: Empleado 76
Empresa: 1216
DNI: 40.805.073
Sueldo: 84771.263771
Antiguedad: 9

Nombre: Empleado 77
Empresa: 1217
DNI: 51.708.878
Sueldo: 37778.862880
Antiguedad: 17

Nombre: Empleado 78
Empresa: 1217
DNI: 19.232.399
Sueldo: 61168.248543
Antiguedad: 1

Nombre: Empleado 79
Empresa: 1218
DNI: 21.509.610
Sueldo: 44889.675588
Antiguedad: 10

Nombre: Empleado 80
Empresa: 1218
DNI: 93.625.385
Sueldo: 34382.152776
Antiguedad: 15

Nombre: Empleado 81
Empresa: 1220
DNI: 23.406.943
Sueldo: 3793.450728
Antiguedad: 12

Nombre: Empleado 82
Empresa: 1220
DNI: 99.657.214
Sueldo: 92715.231788
Antiguedad: 20

Nombre: Empleado 83
Empresa: 1220
DNI: 18.898.894
Sueldo: 66228.217414
Antiguedad: 4

Nombre: Empleado 84
Empresa: 1220
DNI: 75.913.247
Sueldo: 50700.399792
Antiguedad: 21

Nombre: Empleado 85
Empresa: 1221
DNI: 46.364.216
Sueldo: 47575.304422
Antiguedad: 1

Nombre: Empleado 86
Empresa: 1221
DNI: 22.520.585
Sueldo: 37171.544542
Antiguedad: 13

Nombre: Empleado 87
Empresa: 1222
DNI: 40.964.194
Sueldo: 61391.033662
Antiguedad: 23

Nombre: Empleado 88
Empresa: 1222
DNI: 93.145.732
Sueldo: 76583.147679
Antiguedad: 5

Nombre: Empleado 89
Empresa: 1222
DNI: 91.094.462
Sueldo: 28046.510208
Antiguedad: 2

Nombre: Empleado 90
Empresa: 1222
DNI: 79.262.664
Sueldo: 53254.799036
Antiguedad: 11

Nombre: Empleado 91
Empresa: 1222
DNI: 28.620.054
Sueldo: 2523.880734
Antiguedad: 23

Nombre: Empleado 92
Empresa: 1222
DNI: 95.466.193
Sueldo: 37269.203772
Antiguedad: 20

Nombre: Empleado 93
Empresa: 1222
DNI: 23.560.023
Sueldo: 29709.768975
Antiguedad: 4

Nombre: Empleado 94
Empresa: 1222
DNI: 81.237.348
Sueldo: 18167.668691
Antiguedad: 18

Nombre: Empleado 95
Empresa: 1222
DNI: 54.091.122
Sueldo: 79357.280190
Antiguedad: 21

Nombre: Empleado 96
Empresa: 1223
DNI: 57.803.657
Sueldo: 51988.280892
Antiguedad: 0

Nombre: Empleado 97
Empresa: 1223
DNI: 50.220.071
Sueldo: 73802.911466
Antiguedad: 24

Nombre: Empleado 98
Empresa: 1223
DNI: 24.852.413
Sueldo: 4065.065462
Antiguedad: 16

Nombre: Empleado 99
Empresa: 1224
DNI: 62.419.089
Sueldo: 52855.006561
Antiguedad: 5

Nombre: Empleado 100
Empresa: 1224
DNI: 34.289.171
Sueldo: 72566.911832
Antiguedad: 14

Nombre: Empleado 101
Empresa: 1224
DNI: 80.006.965
Sueldo: 9231.849116
Antiguedad: 17

Nombre: Empleado 102
Empresa: 1224
DNI: 72.245.439
Sueldo: 53001.495407
Antiguedad: 24

Nombre: Empleado 103
Empresa: 1224
DNI: 29.224.002
Sueldo: 72930.082095
Antiguedad: 21

Nombre: Empleado 104
Empresa: 1224
DNI: 86.656.296
Sueldo: 88158.818323
Antiguedad: 10

Nombre: Empleado 105
Empresa: 1225
DNI: 40.538.086
Sueldo: 69219.031343
Antiguedad: 1

Nombre: Empleado 106
Empresa: 1226
DNI: 97.537.480
Sueldo: 28156.376843
Antiguedad: 1

Nombre: Empleado 107
Empresa: 1227
DNI: 31.978.384
Sueldo: 51042.207099
Antiguedad: 9

Nombre: Empleado 108
Empresa: 1227
DNI: 0.199.044
Sueldo: 56996.368297
Antiguedad: 13

Nombre: Empleado 109
Empresa: 1227
DNI: 45.206.260
Sueldo: 91219.824824
Antiguedad: 4

Nombre: Empleado 110
Empresa: 1228
DNI: 74.875.426
Sueldo: 14221.625416
Antiguedad: 12

Nombre: Empleado 111
Empresa: 1229
DNI: 18.590.962
Sueldo: 97488.326670
Antiguedad: 5

Nombre: Empleado 112
Empresa: 1230
DNI: 35.426.037
Sueldo: 73995.178076
Antiguedad: 10

Nombre: Empleado 113
Empresa: 1230
DNI: 68.063.990
Sueldo: 26432.081057
Antiguedad: 13

Nombre: Empleado 114
Empresa: 1230
DNI: 9.235.999
Sueldo: 50749.229408
Antiguedad: 1

Nombre: Empleado 115
Empresa: 1230
DNI: 93.443.098
Sueldo: 35804.315317
Antiguedad: 5

Nombre: Empleado 116
Empresa: 1230
DNI: 25.912.020
Sueldo: 56291.390728
Antiguedad: 1

Nombre: Empleado 117
Empresa: 1231
DNI: 94.809.775
Sueldo: 45094.149602
Antiguedad: 8

Nombre: Empleado 118
Empresa: 1231
DNI: 87.046.484
Sueldo: 95876.949370
Antiguedad: 16

Nombre: Empleado 119
Empresa: 1231
DNI: 27.119.055
Sueldo: 41749.320963
Antiguedad: 16

Nombre: Empleado 120
Empresa: 1231
DNI: 97.305.759
Sueldo: 29783.013398
Antiguedad: 9

Nombre: Empleado 121
Empresa: 1231
DNI: 98.678.236
Sueldo: 83294.167913
Antiguedad: 22

Nombre: Empleado 122
Empresa: 1231
DNI: 19.025.660
Sueldo: 10171.819208
Antiguedad: 2

Nombre: Empleado 123
Empresa: 1231
DNI: 57.704.590
Sueldo: 26035.340434
Antiguedad: 3

Nombre: Empleado 124
Empresa: 1232
DNI: 17.094.137
Sueldo: 42002.624592
Antiguedad: 21

Nombre: Empleado 125
Empresa: 1232
DNI: 69.964.537
Sueldo: 49659.718619
Antiguedad: 0

Nombre: Empleado 126
Empresa: 1232
DNI: 73.540.024
Sueldo: 80205.694754
Antiguedad: 10

Nombre: Empleado 127
Empresa: 1232
DNI: 9.225.077
Sueldo: 95468.001343
Antiguedad: 0

Nombre: Empleado 128
Empresa: 1232
DNI: 8.025.904
Sueldo: 91402.935881
Antiguedad: 4

Nombre: Empleado 129
Empresa: 1232
DNI: 53.610.938
Sueldo: 7644.886624
Antiguedad: 6

Nombre: Empleado 130
Empresa: 1232
DNI: 82.977.636
Sueldo: 86733.603931
Antiguedad: 15

